restaurant_id,city,date,sales,temperature,rainfall,num_events,is_holiday,day_of_week,waste
4,Mumbai,2024-03-30,38700.02,30.3,3.4,0,0,Saturday,39.27
18,Kolkata,2024-05-30,18925.86,29.1,1.8,0,0,Thursday,21.7
3,Mumbai,2024-04-15,56537.72,24.6,8.7,0,0,Monday,57.15
20,Kolkata,2024-02-13,62885.31,33.2,11.5,0,0,Tuesday,65.28
5,Mumbai,2024-08-07,38920.26,25.7,72.1,0,0,Wednesday,61.2
21,Chennai,2024-08-19,22551.1,25.5,2.1,0,0,Monday,27.02
9,Delhi,2024-05-11,95307.55,36.5,1.3,0,0,Saturday,94.91
10,Delhi,2024-03-29,68374.01,29.7,12.7,1,0,Friday,71.11
22,Chennai,2024-12-07,20965.13,28.2,5.3,1,0,Saturday,21.17
20,Kolkata,2024-08-02,63594.78,26.0,4.2,0,0,Friday,67.03
1,Mumbai,2024-03-04,22000.45,25.8,7.8,0,0,Monday,21.95
9,Delhi,2024-06-13,78200.62,41.2,7.4,0,0,Thursday,80.23
2,Mumbai,2024-09-08,38041.13,26.5,32.6,0,0,Sunday,49.27
15,Bengaluru,2024-02-11,22612.31,34.0,9.8,0,0,Sunday,27.5
20,Kolkata,2024-11-09,81433.7,27.0,5.0,0,0,Saturday,83.09
1,Mumbai,2024-08-15,23797.47,28.6,21.1,1,1,Thursday,26.47
15,Bengaluru,2024-03-07,17753.59,31.9,14.4,0,0,Thursday,20.8
23,Chennai,2024-07-29,50487.9,27.2,14.8,0,0,Monday,54.55
20,Kolkata,2024-02-11,93022.45,33.0,8.3,1,0,Sunday,93.42
18,Kolkata,2024-04-18,20967.2,23.5,11.4,0,0,Thursday,27.02
9,Delhi,2024-09-24,80492.54,28.9,13.2,0,0,Tuesday,80.69
11,Bengaluru,2024-08-09,28979.35,33.0,14.8,0,0,Friday,33.77
16,Kolkata,2024-08-04,61000.12,29.9,0.3,0,0,Sunday,63.04
16,Kolkata,2024-02-13,51299.45,32.9,1.1,0,0,Tuesday,52.05
3,Mumbai,2024-08-25,64252.12,27.4,64.0,0,0,Sunday,80.59
5,Mumbai,2024-12-07,40987.53,22.1,1.6,0,0,Saturday,38.3
7,Delhi,2024-09-08,24600.58,28.0,7.9,0,0,Sunday,26.5
3,Mumbai,2024-07-12,52152.25,26.5,77.7,0,0,Friday,72.42
10,Delhi,2024-08-29,60082.7,27.6,10.1,0,0,Thursday,66.3
11,Bengaluru,2024-04-17,34832.55,29.0,0.1,1,0,Wednesday,35.97
15,Bengaluru,2024-08-15,23185.39,22.3,13.8,1,1,Thursday,26.58
20,Kolkata,2024-08-27,64944.45,24.0,14.1,0,0,Tuesday,71.16
21,Chennai,2024-06-21,20811.2,32.3,0.9,0,0,Friday,19.88
8,Delhi,2024-10-16,85139.24,30.9,1.5,1,0,Wednesday,85.76
16,Kolkata,2024-03-22,49436.4,26.7,8.7,0,0,Friday,50.98
12,Bengaluru,2024-09-26,26617.79,31.3,5.8,0,0,Thursday,25.3
6,Delhi,2024-01-31,82864.87,22.6,10.0,0,0,Wednesday,85.6
14,Bengaluru,2024-12-04,50393.7,27.7,6.7,0,0,Wednesday,54.18
22,Chennai,2024-11-21,20512.78,24.5,5.9,1,0,Thursday,21.64
19,Kolkata,2024-04-14,73629.91,33.9,11.3,0,0,Sunday,76.54
22,Chennai,2024-04-16,16447.39,22.9,10.5,0,0,Tuesday,17.75
12,Bengaluru,2024-09-01,30172.72,25.8,1.7,0,0,Sunday,30.42
1,Mumbai,2024-09-09,19310.64,30.3,58.3,0,0,Monday,41.04
12,Bengaluru,2024-01-16,23876.61,24.4,0.5,0,0,Tuesday,25.56
18,Kolkata,2024-11-28,19451.28,25.7,5.8,0,0,Thursday,20.63
5,Mumbai,2024-11-21,34925.11,31.1,8.3,0,0,Thursday,40.1
20,Kolkata,2024-01-12,66977.04,24.0,4.7,0,0,Friday,69.46
6,Delhi,2024-08-17,91696.16,23.5,0.3,0,0,Saturday,92.17
15,Bengaluru,2024-06-21,16897.89,26.1,7.6,0,0,Friday,19.34
9,Delhi,2024-04-29,80822.43,26.2,11.1,0,0,Monday,83.48
13,Bengaluru,2024-01-01,53771.76,23.7,10.0,0,0,Monday,57.42
17,Kolkata,2024-06-14,39078.09,26.6,11.8,0,0,Friday,43.42
6,Delhi,2024-03-13,69204.89,27.6,8.8,0,0,Wednesday,74.19
8,Delhi,2024-07-07,84744.07,30.0,11.8,1,0,Sunday,90.3
10,Delhi,2024-02-10,80335.49,24.1,12.2,1,0,Saturday,85.29
6,Delhi,2024-10-16,89010.94,28.8,0.3,1,0,Wednesday,87.22
21,Chennai,2024-05-28,20656.74,25.0,3.8,0,0,Tuesday,20.95
17,Kolkata,2024-09-28,44776.64,33.0,0.5,0,0,Saturday,47.92
19,Kolkata,2024-08-10,75552.24,23.9,1.3,0,0,Saturday,76.83
8,Delhi,2024-05-07,67995.25,38.7,0.4,0,0,Tuesday,69.34
17,Kolkata,2024-06-22,64620.07,23.1,7.1,1,0,Saturday,64.08
20,Kolkata,2024-06-08,76216.2,31.9,3.5,0,0,Saturday,75.37
6,Delhi,2024-04-03,72200.15,27.5,7.2,0,0,Wednesday,74.84
17,Kolkata,2024-07-06,47663.74,31.9,3.1,0,0,Saturday,47.88
1,Mumbai,2024-03-16,22845.91,27.8,9.3,0,0,Saturday,27.28
7,Delhi,2024-05-29,26538.45,40.3,4.7,1,0,Wednesday,28.64
7,Delhi,2024-06-04,25150.89,42.6,4.0,1,0,Tuesday,26.08
13,Bengaluru,2024-06-07,48554.0,22.3,8.3,0,0,Friday,53.83
2,Mumbai,2024-03-05,31097.36,27.9,7.9,0,0,Tuesday,31.1
15,Bengaluru,2024-02-05,19754.88,25.2,14.8,0,0,Monday,21.93
14,Bengaluru,2024-01-25,58462.42,25.7,9.1,0,0,Thursday,57.81
12,Bengaluru,2024-03-02,32458.5,29.3,13.9,1,0,Saturday,35.29
16,Kolkata,2024-04-09,48622.53,26.8,14.8,0,0,Tuesday,56.14
24,Chennai,2024-07-01,75731.03,24.7,12.7,0,0,Monday,78.77
17,Kolkata,2024-02-12,45467.16,26.4,9.1,0,0,Monday,48.27
20,Kolkata,2024-03-27,63445.13,30.1,2.8,0,0,Wednesday,65.82
19,Kolkata,2024-06-16,80736.52,25.8,13.1,0,0,Sunday,79.9
19,Kolkata,2024-10-19,100408.37,30.4,4.7,1,0,Saturday,100.69
23,Chennai,2024-09-06,53382.28,28.6,7.9,0,0,Friday,54.79
18,Kolkata,2024-04-25,22036.8,26.2,8.1,0,0,Thursday,23.58
1,Mumbai,2024-08-28,19616.44,29.6,44.9,0,0,Wednesday,31.5
3,Mumbai,2024-02-21,50543.1,27.4,4.5,0,0,Wednesday,53.11
4,Mumbai,2024-09-13,33579.95,28.1,79.5,0,0,Friday,56.28
9,Delhi,2024-05-18,83662.42,43.8,8.1,0,0,Saturday,89.6
19,Kolkata,2024-07-02,63367.88,24.0,11.9,0,0,Tuesday,67.0
3,Mumbai,2024-09-02,58025.58,28.5,56.8,0,0,Monday,70.22
3,Mumbai,2024-03-18,53341.34,30.7,11.6,0,0,Monday,55.03
6,Delhi,2024-12-04,75191.84,31.5,12.4,0,0,Wednesday,78.44
19,Kolkata,2024-05-20,70358.48,24.2,3.6,0,0,Monday,69.35
16,Kolkata,2024-11-30,59472.37,29.3,7.4,0,0,Saturday,60.5
5,Mumbai,2024-05-15,38433.16,28.6,12.4,0,0,Wednesday,40.7
9,Delhi,2024-01-14,83123.13,27.7,6.1,0,0,Sunday,84.02
25,Chennai,2024-09-25,38529.41,30.9,2.7,0,0,Wednesday,39.2
18,Kolkata,2024-10-06,23212.55,26.3,1.6,0,0,Sunday,21.27
20,Kolkata,2024-05-20,65377.87,24.4,3.3,0,0,Monday,67.72
2,Mumbai,2024-11-14,27884.28,23.2,14.0,0,0,Thursday,29.64
15,Bengaluru,2024-08-18,21591.33,33.2,12.5,0,0,Sunday,24.26
18,Kolkata,2024-04-07,23755.78,27.5,11.1,0,0,Sunday,26.87
5,Mumbai,2024-06-05,32797.59,31.2,56.7,0,0,Wednesday,50.03
24,Chennai,2024-03-28,72978.19,22.4,13.6,0,0,Thursday,76.45
5,Mumbai,2024-01-19,33643.17,26.2,4.1,0,0,Friday,38.33
6,Delhi,2024-11-12,85165.83,30.0,14.8,1,0,Tuesday,84.9
5,Mumbai,2024-12-03,36182.13,24.8,3.6,0,0,Tuesday,37.14
6,Delhi,2024-09-22,95448.97,28.3,0.6,0,0,Sunday,95.48
17,Kolkata,2024-04-23,43216.69,29.5,14.1,0,0,Tuesday,46.26
22,Chennai,2024-05-21,15895.67,28.8,3.9,0,0,Tuesday,16.62
4,Mumbai,2024-09-16,29433.14,29.8,39.4,0,0,Monday,42.04
19,Kolkata,2024-04-07,79181.9,33.6,0.8,0,0,Sunday,79.71
14,Bengaluru,2024-09-19,59679.09,24.1,8.7,0,0,Thursday,62.17
23,Chennai,2024-03-01,52414.53,26.9,9.2,0,0,Friday,51.66
12,Bengaluru,2024-10-02,26251.16,30.3,7.9,0,1,Wednesday,25.89
25,Chennai,2024-09-20,39771.79,33.8,12.1,0,0,Friday,43.28
13,Bengaluru,2024-10-29,47941.15,26.1,7.3,0,0,Tuesday,49.75
14,Bengaluru,2024-08-20,60061.21,24.7,11.3,0,0,Tuesday,59.25
17,Kolkata,2024-02-13,45825.32,33.6,12.1,0,0,Tuesday,51.64
11,Bengaluru,2024-06-06,29627.45,28.7,0.7,0,0,Thursday,29.59
19,Kolkata,2024-02-02,70178.88,26.7,14.4,0,0,Friday,69.74
5,Mumbai,2024-05-25,42959.25,30.0,13.8,0,0,Saturday,46.59
14,Bengaluru,2024-06-04,54686.99,30.3,11.2,0,0,Tuesday,58.36
2,Mumbai,2024-05-08,31093.56,27.0,13.7,0,0,Wednesday,38.25
11,Bengaluru,2024-09-30,26790.56,31.6,2.0,0,0,Monday,28.91
10,Delhi,2024-01-26,60482.1,26.0,0.6,0,1,Friday,65.3
11,Bengaluru,2024-07-31,31918.04,23.3,3.0,0,0,Wednesday,30.62
6,Delhi,2024-07-06,86173.11,32.3,6.5,0,0,Saturday,84.12
17,Kolkata,2024-10-26,52452.92,31.5,9.7,0,0,Saturday,56.26
7,Delhi,2024-05-12,21960.71,38.9,1.7,0,0,Sunday,23.86
1,Mumbai,2024-01-30,19721.51,31.0,1.1,0,0,Tuesday,19.47
19,Kolkata,2024-11-16,72584.05,32.7,11.3,0,0,Saturday,74.25
25,Chennai,2024-03-07,35931.94,28.5,12.9,0,0,Thursday,43.54
25,Chennai,2024-07-01,43398.93,33.7,1.6,0,0,Monday,43.15
9,Delhi,2024-07-09,73130.28,29.5,2.3,0,0,Tuesday,75.92
3,Mumbai,2024-12-26,59452.19,26.2,9.1,0,0,Thursday,63.64
9,Delhi,2024-11-14,76164.15,31.1,0.2,0,0,Thursday,77.11
1,Mumbai,2024-05-04,22651.35,31.4,3.8,0,0,Saturday,24.97
15,Bengaluru,2024-07-28,19448.56,27.6,13.7,0,0,Sunday,25.95
22,Chennai,2024-07-16,16862.31,26.3,2.4,0,0,Tuesday,17.47
24,Chennai,2024-04-07,90317.69,24.1,14.0,0,0,Sunday,94.98
17,Kolkata,2024-11-19,44536.93,28.1,5.0,0,0,Tuesday,47.79
25,Chennai,2024-08-01,40197.71,23.8,12.3,0,0,Thursday,47.06
7,Delhi,2024-04-12,19832.18,31.3,3.0,0,0,Friday,22.03
19,Kolkata,2024-12-29,76769.99,29.6,11.2,0,0,Sunday,82.47
5,Mumbai,2024-03-30,43875.72,24.7,6.8,0,0,Saturday,44.26
23,Chennai,2024-11-15,56859.31,30.3,6.5,0,0,Friday,56.98
10,Delhi,2024-02-17,65350.12,22.9,14.0,0,0,Saturday,69.06
2,Mumbai,2024-08-20,38568.78,30.6,60.2,1,0,Tuesday,54.24
6,Delhi,2024-10-20,86016.71,23.5,1.3,0,0,Sunday,85.88
24,Chennai,2024-01-08,70753.32,29.1,5.9,0,0,Monday,72.46
4,Mumbai,2024-11-14,34246.96,22.8,6.5,0,0,Thursday,36.31
17,Kolkata,2024-01-30,38713.45,31.6,8.9,0,0,Tuesday,44.73
12,Bengaluru,2024-07-22,24665.3,32.0,6.1,0,0,Monday,26.51
18,Kolkata,2024-01-18,18950.13,26.1,12.3,0,0,Thursday,23.36
15,Bengaluru,2024-03-21,17916.73,24.4,1.6,0,0,Thursday,23.16
18,Kolkata,2024-05-15,20806.01,26.9,10.4,0,0,Wednesday,20.84
23,Chennai,2024-04-17,50162.27,27.2,8.0,0,0,Wednesday,51.04
18,Kolkata,2024-08-19,20198.54,25.9,7.0,0,0,Monday,21.06
7,Delhi,2024-01-02,18462.48,29.5,1.6,0,0,Tuesday,18.98
14,Bengaluru,2024-09-22,69292.26,24.8,8.6,0,0,Sunday,68.67
10,Delhi,2024-11-07,61080.01,27.8,12.3,0,0,Thursday,63.19
10,Delhi,2024-03-09,66995.17,30.0,8.8,0,0,Saturday,66.05
16,Kolkata,2024-07-14,72822.11,27.4,0.1,1,0,Sunday,68.36
11,Bengaluru,2024-01-30,28599.74,31.5,13.7,0,0,Tuesday,32.41
2,Mumbai,2024-12-25,30016.63,28.5,7.4,0,1,Wednesday,31.87
22,Chennai,2024-10-13,19899.62,27.7,8.9,0,0,Sunday,21.26
3,Mumbai,2024-09-03,49856.29,26.3,10.5,0,0,Tuesday,49.84
3,Mumbai,2024-03-17,59289.01,31.4,1.9,0,0,Sunday,62.37
12,Bengaluru,2024-06-24,23230.26,28.1,5.3,0,0,Monday,22.64
19,Kolkata,2024-12-04,64397.71,27.4,5.0,0,0,Wednesday,65.94
3,Mumbai,2024-08-14,69929.17,25.7,15.3,1,0,Wednesday,74.16
11,Bengaluru,2024-02-17,32885.47,29.0,9.7,0,0,Saturday,38.5
15,Bengaluru,2024-08-13,23009.71,26.3,7.5,1,0,Tuesday,23.83
14,Bengaluru,2024-02-26,55672.76,33.4,2.3,0,0,Monday,56.98
3,Mumbai,2024-03-19,52047.14,31.4,5.0,0,0,Tuesday,53.17
23,Chennai,2024-07-24,66681.85,29.8,4.3,1,0,Wednesday,66.93
3,Mumbai,2024-04-12,53792.81,30.4,5.2,0,0,Friday,55.28
13,Bengaluru,2024-12-30,60528.68,33.8,14.4,1,0,Monday,60.35
7,Delhi,2024-08-15,24181.21,27.7,10.6,1,1,Thursday,25.77
18,Kolkata,2024-10-12,27374.89,27.8,4.1,1,0,Saturday,28.09
14,Bengaluru,2024-09-27,56842.67,25.0,6.2,0,0,Friday,61.28
4,Mumbai,2024-05-17,34887.4,24.2,9.8,0,0,Friday,41.11
4,Mumbai,2024-05-07,32159.72,26.2,0.6,0,0,Tuesday,32.08
22,Chennai,2024-08-08,16657.33,24.0,6.4,0,0,Thursday,18.75
23,Chennai,2024-05-20,70225.19,29.9,7.8,1,0,Monday,70.92
25,Chennai,2024-07-04,42154.12,24.5,7.7,0,0,Thursday,47.45
20,Kolkata,2024-05-22,63707.13,33.5,12.8,0,0,Wednesday,72.97
12,Bengaluru,2024-07-13,27684.86,33.4,5.0,0,0,Saturday,24.4
9,Delhi,2024-10-16,71426.63,33.2,7.4,0,0,Wednesday,72.6
21,Chennai,2024-11-30,23827.42,27.8,10.2,0,0,Saturday,29.05
1,Mumbai,2024-10-14,21050.16,23.3,0.6,0,0,Monday,22.41
12,Bengaluru,2024-05-13,31870.35,22.7,1.1,1,0,Monday,30.87
9,Delhi,2024-02-08,79753.45,30.2,1.7,0,0,Thursday,80.97
9,Delhi,2024-08-24,88135.4,29.4,10.5,0,0,Saturday,88.98
14,Bengaluru,2024-08-08,53942.38,26.0,11.5,0,0,Thursday,58.17
16,Kolkata,2024-01-13,62439.29,32.2,5.5,0,0,Saturday,64.42
20,Kolkata,2024-01-03,66666.72,27.1,0.9,0,0,Wednesday,67.13
5,Mumbai,2024-07-12,36394.28,25.4,23.2,0,0,Friday,45.99
6,Delhi,2024-05-25,89238.14,35.4,4.9,0,0,Saturday,89.93
7,Delhi,2024-07-20,25429.02,27.4,0.6,0,0,Saturday,23.6
2,Mumbai,2024-03-27,28751.56,30.0,1.6,0,0,Wednesday,27.26
19,Kolkata,2024-03-12,63260.69,27.9,0.4,0,0,Tuesday,63.98
25,Chennai,2024-10-04,37459.47,28.2,5.2,0,0,Friday,39.09
13,Bengaluru,2024-06-24,50697.33,32.5,6.4,0,0,Monday,50.16
14,Bengaluru,2024-10-14,49993.26,29.0,1.6,0,0,Monday,52.62
8,Delhi,2024-02-27,68226.33,30.9,4.4,0,0,Tuesday,72.46
2,Mumbai,2024-02-26,38976.01,31.1,10.1,1,0,Monday,40.01
14,Bengaluru,2024-09-18,59710.6,33.8,5.0,0,0,Wednesday,62.01
4,Mumbai,2024-05-02,34414.76,31.0,1.7,0,0,Thursday,32.55
9,Delhi,2024-01-02,75794.97,22.7,2.0,0,0,Tuesday,78.37
2,Mumbai,2024-10-18,28099.76,27.1,14.4,0,0,Friday,32.37
10,Delhi,2024-01-08,63471.57,23.4,7.7,0,0,Monday,63.91
18,Kolkata,2024-12-10,22511.5,28.9,3.4,0,0,Tuesday,26.48
8,Delhi,2024-10-10,72572.21,27.6,6.0,0,0,Thursday,72.18
9,Delhi,2024-04-05,70331.35,28.1,4.1,0,0,Friday,73.87
17,Kolkata,2024-12-21,49304.29,26.5,12.5,0,0,Saturday,53.31
25,Chennai,2024-05-29,52148.04,29.5,9.7,1,0,Wednesday,51.58
3,Mumbai,2024-09-26,50849.61,26.7,79.8,0,0,Thursday,76.64
1,Mumbai,2024-04-12,23607.68,24.1,10.7,1,0,Friday,24.63
7,Delhi,2024-08-10,22809.09,29.3,13.4,0,0,Saturday,27.61
17,Kolkata,2024-12-08,52507.14,23.7,1.8,0,0,Sunday,52.45
12,Bengaluru,2024-12-19,31045.24,33.9,7.7,1,0,Thursday,30.3
18,Kolkata,2024-03-30,22241.34,33.3,8.5,0,0,Saturday,27.22
20,Kolkata,2024-02-28,61753.86,23.0,4.0,0,0,Wednesday,64.7
5,Mumbai,2024-04-26,43131.0,27.3,0.3,1,0,Friday,42.12
20,Kolkata,2024-01-16,62563.35,31.7,7.9,0,0,Tuesday,66.59
7,Delhi,2024-02-22,21115.56,27.8,9.8,0,0,Thursday,23.68
7,Delhi,2024-01-11,21827.66,25.0,13.9,0,0,Thursday,28.97
1,Mumbai,2024-06-19,22868.61,32.0,17.0,0,0,Wednesday,26.19
21,Chennai,2024-06-11,22039.66,30.4,11.7,0,0,Tuesday,24.43
1,Mumbai,2024-05-15,22792.55,28.0,1.9,0,0,Wednesday,26.46
3,Mumbai,2024-01-26,55043.05,27.7,10.5,0,1,Friday,58.56
16,Kolkata,2024-07-16,61759.93,23.3,0.8,1,0,Tuesday,59.5
4,Mumbai,2024-07-31,32864.43,25.3,58.1,0,0,Wednesday,50.24
4,Mumbai,2024-04-29,31790.3,23.5,7.3,0,0,Monday,34.54
7,Delhi,2024-03-29,21249.14,22.3,11.5,0,0,Friday,23.77
25,Chennai,2024-08-08,38645.57,31.1,1.9,0,0,Thursday,38.9
8,Delhi,2024-12-09,67687.58,31.8,3.0,0,0,Monday,70.09
22,Chennai,2024-12-16,15041.01,30.0,11.2,0,0,Monday,15.29
16,Kolkata,2024-08-18,73381.78,29.6,14.8,1,0,Sunday,75.45
17,Kolkata,2024-01-18,45100.98,25.3,10.1,0,0,Thursday,46.31
6,Delhi,2024-04-15,80011.11,30.1,9.1,0,0,Monday,79.74
18,Kolkata,2024-10-20,22170.83,24.3,5.1,0,0,Sunday,22.29
5,Mumbai,2024-10-06,37916.37,33.7,1.0,0,0,Sunday,40.54
24,Chennai,2024-08-02,71481.84,23.7,11.5,0,0,Friday,77.96
3,Mumbai,2024-03-16,64258.1,22.7,9.6,0,0,Saturday,66.18
6,Delhi,2024-08-03,110961.97,26.2,14.0,1,0,Saturday,115.9
16,Kolkata,2024-08-09,47936.89,33.2,6.0,0,0,Friday,47.66
2,Mumbai,2024-04-06,32914.82,29.9,1.8,0,0,Saturday,32.06
8,Delhi,2024-12-31,71631.92,34.0,8.6,0,0,Tuesday,74.64
6,Delhi,2024-05-06,72305.75,44.5,6.8,0,0,Monday,70.07
7,Delhi,2024-09-06,21733.58,27.5,3.4,0,0,Friday,23.28
22,Chennai,2024-03-12,17230.9,25.7,11.6,0,0,Tuesday,25.35
14,Bengaluru,2024-04-12,53349.97,26.8,4.4,0,0,Friday,53.72
14,Bengaluru,2024-12-03,58547.85,28.7,11.1,0,0,Tuesday,61.19
9,Delhi,2024-11-03,99704.76,26.9,4.1,1,0,Sunday,99.81
3,Mumbai,2024-03-08,53656.71,26.5,2.5,0,0,Friday,54.47
7,Delhi,2024-07-25,19952.93,32.1,7.0,0,0,Thursday,20.96
19,Kolkata,2024-09-23,74734.61,24.5,7.0,1,0,Monday,75.38
3,Mumbai,2024-12-07,67983.98,28.0,5.0,0,0,Saturday,66.92
24,Chennai,2024-04-01,68891.9,28.8,10.6,0,0,Monday,73.26
15,Bengaluru,2024-11-10,22960.16,30.8,14.2,0,0,Sunday,27.9
1,Mumbai,2024-05-24,22393.54,31.0,0.6,0,0,Friday,23.09
19,Kolkata,2024-08-11,77873.74,31.5,6.3,0,0,Sunday,76.9
4,Mumbai,2024-08-30,33222.27,29.8,53.5,0,0,Friday,49.59
25,Chennai,2024-07-06,49228.34,33.0,2.4,0,0,Saturday,52.91
21,Chennai,2024-02-16,23342.18,23.3,13.7,1,0,Friday,29.41
6,Delhi,2024-09-18,94024.24,24.2,14.9,1,0,Wednesday,97.6
18,Kolkata,2024-02-28,23554.29,31.5,13.6,1,0,Wednesday,26.36
16,Kolkata,2024-04-04,50402.25,31.1,13.9,0,0,Thursday,56.91
17,Kolkata,2024-04-27,47126.81,25.9,14.4,0,0,Saturday,47.14
23,Chennai,2024-01-26,57808.99,27.5,1.2,0,1,Friday,60.44
17,Kolkata,2024-05-28,39043.82,24.5,10.1,0,0,Tuesday,41.65
17,Kolkata,2024-10-17,39306.4,27.5,12.8,0,0,Thursday,43.27
16,Kolkata,2024-08-13,59555.66,32.2,13.9,1,0,Tuesday,61.37
14,Bengaluru,2024-05-03,54050.0,29.8,8.4,0,0,Friday,59.32
16,Kolkata,2024-07-03,54982.58,33.9,4.3,0,0,Wednesday,53.63
3,Mumbai,2024-09-28,67560.97,25.5,73.2,0,0,Saturday,88.23
14,Bengaluru,2024-01-10,56431.2,22.0,7.3,0,0,Wednesday,58.12
18,Kolkata,2024-05-20,18969.79,30.7,6.5,0,0,Monday,19.89
17,Kolkata,2024-06-15,46095.85,24.7,1.3,0,0,Saturday,51.47
23,Chennai,2024-03-21,54956.9,24.7,3.9,0,0,Thursday,56.69
10,Delhi,2024-06-25,56929.33,37.1,2.6,0,0,Tuesday,57.53
13,Bengaluru,2024-01-07,64520.03,24.4,8.2,0,0,Sunday,69.14
2,Mumbai,2024-07-08,33642.39,30.9,22.4,0,0,Monday,39.54
12,Bengaluru,2024-03-18,24782.96,32.5,14.6,0,0,Monday,30.94
13,Bengaluru,2024-01-13,67684.08,30.9,9.3,1,0,Saturday,68.72
23,Chennai,2024-10-30,52005.88,22.7,14.0,0,0,Wednesday,58.12
5,Mumbai,2024-01-22,38763.77,31.1,11.2,0,0,Monday,43.99
20,Kolkata,2024-10-08,69044.92,25.6,5.9,0,0,Tuesday,73.39
4,Mumbai,2024-06-23,34872.21,30.8,48.0,0,0,Sunday,47.09
14,Bengaluru,2024-06-05,53649.72,28.6,13.3,0,0,Wednesday,55.1
4,Mumbai,2024-11-09,38522.93,27.6,4.0,0,0,Saturday,40.84
24,Chennai,2024-05-23,70154.28,27.7,4.4,0,0,Thursday,72.89
3,Mumbai,2024-01-22,49091.91,22.8,2.7,0,0,Monday,52.01
5,Mumbai,2024-01-08,34721.57,28.9,2.3,0,0,Monday,34.19
22,Chennai,2024-05-03,15648.9,30.8,8.8,0,0,Friday,14.44
22,Chennai,2024-08-11,18793.69,26.6,11.5,0,0,Sunday,23.81
23,Chennai,2024-02-17,65730.88,33.9,6.9,0,0,Saturday,68.13
19,Kolkata,2024-03-24,81267.96,31.9,9.9,0,0,Sunday,82.91
17,Kolkata,2024-05-05,52570.99,26.6,4.3,0,0,Sunday,57.11
9,Delhi,2024-05-28,77280.69,44.1,5.4,0,0,Tuesday,80.45
16,Kolkata,2024-11-29,65441.76,31.5,6.1,1,0,Friday,68.17
25,Chennai,2024-02-11,45107.99,33.9,13.9,0,0,Sunday,46.55
9,Delhi,2024-12-26,80722.7,28.6,13.4,0,0,Thursday,83.49
20,Kolkata,2024-03-06,70035.88,30.4,11.3,0,0,Wednesday,73.54
15,Bengaluru,2024-12-20,20292.71,23.7,14.3,0,0,Friday,23.62
3,Mumbai,2024-09-06,49275.62,30.2,42.0,0,0,Friday,62.73
23,Chennai,2024-11-26,50849.94,27.6,6.0,0,0,Tuesday,52.84
23,Chennai,2024-06-06,51821.88,30.7,9.7,0,0,Thursday,55.42
8,Delhi,2024-06-09,80516.59,42.9,4.7,0,0,Sunday,79.81
24,Chennai,2024-05-24,78771.38,30.3,0.3,0,0,Friday,80.72
4,Mumbai,2024-06-19,37759.35,30.0,49.2,1,0,Wednesday,49.55
7,Delhi,2024-09-23,21512.09,22.5,4.6,0,0,Monday,23.86
16,Kolkata,2024-10-24,53444.51,24.7,9.1,0,0,Thursday,60.06
1,Mumbai,2024-09-25,27435.36,30.9,56.2,1,0,Wednesday,41.92
10,Delhi,2024-10-13,75176.52,22.9,12.7,0,0,Sunday,83.24
2,Mumbai,2024-10-15,28484.22,27.0,11.1,0,0,Tuesday,36.96
22,Chennai,2024-04-23,20320.94,27.8,14.5,1,0,Tuesday,19.5
12,Bengaluru,2024-02-29,24346.62,30.7,14.8,0,0,Thursday,28.34
18,Kolkata,2024-02-25,25420.98,32.4,14.4,0,0,Sunday,29.37
10,Delhi,2024-10-30,59923.42,27.8,6.8,0,0,Wednesday,63.98
7,Delhi,2024-08-05,18563.94,33.0,7.2,0,0,Monday,18.89
17,Kolkata,2024-12-02,42975.46,31.1,7.0,0,0,Monday,43.73
8,Delhi,2024-09-16,69099.01,23.9,8.5,0,0,Monday,73.34
2,Mumbai,2024-03-03,33321.32,26.3,10.5,0,0,Sunday,38.59
2,Mumbai,2024-08-11,39414.06,25.3,45.5,1,0,Sunday,49.85
2,Mumbai,2024-05-09,27690.92,26.7,8.3,0,0,Thursday,31.26
25,Chennai,2024-06-20,41744.82,24.7,1.1,0,0,Thursday,44.18
12,Bengaluru,2024-11-25,26673.27,29.9,11.7,0,0,Monday,31.62
16,Kolkata,2024-02-09,54525.21,34.0,13.5,0,0,Friday,58.36
21,Chennai,2024-06-30,24129.51,33.3,1.3,0,0,Sunday,24.76
18,Kolkata,2024-05-06,22079.12,27.0,6.7,0,0,Monday,21.75
18,Kolkata,2024-10-03,20480.5,33.0,2.7,0,0,Thursday,21.16
2,Mumbai,2024-06-11,28114.71,31.8,44.3,0,0,Tuesday,41.92
5,Mumbai,2024-12-10,32853.24,31.2,9.2,0,0,Tuesday,32.45
15,Bengaluru,2024-04-12,20208.58,23.5,1.6,0,0,Friday,19.83
18,Kolkata,2024-08-11,24658.72,31.1,10.8,0,0,Sunday,26.1
6,Delhi,2024-08-13,73475.79,25.7,7.1,0,0,Tuesday,73.97
4,Mumbai,2024-05-13,30480.45,26.0,14.7,0,0,Monday,32.15
6,Delhi,2024-07-17,73876.49,27.2,0.7,0,0,Wednesday,74.51
25,Chennai,2024-01-29,36432.33,24.7,5.3,0,0,Monday,38.19
2,Mumbai,2024-11-07,30153.67,29.9,6.3,0,0,Thursday,35.55
21,Chennai,2024-01-17,21502.07,24.5,10.6,0,0,Wednesday,24.61
19,Kolkata,2024-08-03,82452.19,24.7,10.1,0,0,Saturday,88.83
